OID_,ADDRESS,NUMBER_OF_PAYPHONES,BUROUGH,BUROUGH_ID,OPERATOR,COMMUNITY_BOARD,POINT,LATITUDE,LONGITUDE,LOCATION,ADVERTISING,WI_FI
723,82-20 63 AVENUE,1,QUEENS,3,"NYC PAYPHONES, LLC",5,POINT (-73.87390507 40.72229983),40.722299830000000,-73.873905070000000,CURBSIDE,TRUE,FALSE
724,21-10 BORDEN AVENUE,1,QUEENS,3,"NYC PAYPHONES, LLC",2,POINT (-73.94955486 40.74036343),40.740363430000000,-73.949554860000000,CURBSIDE,FALSE,FALSE
725,159-49 CROSS BAY BOULEVARD,1,QUEENS,3,"NYC PAYPHONES, LLC",10,POINT (-73.83965624 40.65835065),40.658350650000000,-73.839656240000000,CURBSIDE,TRUE,FALSE
726,OCT-93 JACKSON AVENUE,1,QUEENS,3,"NYC PAYPHONES, LLC",2,POINT (-73.95154121 40.74313648),40.743136480000000,-73.951541210000000,CURBSIDE,TRUE,FALSE
727,98-16 101 AVENUE,1,QUEENS,3,"NYC PAYPHONES, LLC",9,POINT (-73.8431147 40.6850786),40.685078600000000,-73.843114700000000,CURBSIDE,TRUE,FALSE
728,62-10 NORTHERN BOULEVARD,1,QUEENS,3,"NYC PAYPHONES, LLC",2,POINT (-73.90013938 40.75400004),40.754000040000000,-73.900139380000000,CURBSIDE,TRUE,FALSE
729,109-15 CROSS BAY BOULEVARD,1,QUEENS,3,"NYC PAYPHONES, LLC",10,POINT (-73.84387935 40.67726801),40.677268010000000,-73.843879350000000,CURBSIDE,TRUE,FALSE
730,193-33 JAMAICA AVENUE,1,QUEENS,3,"NYC PAYPHONES, LLC",12,POINT (-73.76687209 40.71322608),40.713226080000000,-73.766872090000000,CURBSIDE,TRUE,FALSE
731,48-19 VERNON BOULEVARD,1,QUEENS,3,"NYC PAYPHONES, LLC",2,POINT (-73.9536915 40.74391687),40.743916870000000,-73.953691500000000,CURBSIDE,TRUE,FALSE
732,105-20 LIBERTY AVENUE,1,QUEENS,3,"NYC PAYPHONES, LLC",10,POINT (-73.83592048 40.6825324),40.682532400000000,-73.835920480000000,CURBSIDE,TRUE,FALSE
733,44-04 21 STREET,1,QUEENS,3,"NYC PAYPHONES, LLC",2,POINT (-73.94678709 40.74933751),40.749337510000000,-73.946787090000000,CURBSIDE,TRUE,FALSE
734,161-03 NORTHERN BOULEVARD,1,QUEENS,3,"NYC PAYPHONES, LLC",7,POINT (-73.80449096 40.76255082),40.762550820000000,-73.804490960000000,CURBSIDE,TRUE,FALSE
735,82-29 63 AVENUE,1,QUEENS,3,"NYC PAYPHONES, LLC",5,POINT (-73.87353673 40.72248882),40.722488820000000,-73.873536730000000,CURBSIDE,TRUE,FALSE
736,192-08 JAMAICA AVENUE,1,QUEENS,3,"NYC PAYPHONES, LLC",12,POINT (-73.76789042 40.712907),40.712907000000000,-73.767890420000000,CURBSIDE,TRUE,FALSE
737,104-01 101 AVENUE,1,QUEENS,3,"NYC PAYPHONES, LLC",9,POINT (-73.83892922 40.68628601),40.686286010000000,-73.838929220000000,CURBSIDE,TRUE,FALSE
738,57-09 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.90734129 40.74535461),40.745354610000000,-73.907341290000000,CURBSIDE,TRUE,FALSE
739,76-21 WOODSIDE AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.88863589 40.7434469),40.743446900000000,-73.888635890000000,CURBSIDE,TRUE,FALSE
740,76-22 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.88929752 40.74705964),40.747059640000000,-73.889297520000000,CURBSIDE,FALSE,FALSE
741,36-02 NORTHERN BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.92769188 40.75204441),40.752044410000000,-73.927691880000000,CURBSIDE,TRUE,FALSE
742,103-25 ROOSEVELT AVENUE,2,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.86235402 40.74991532),40.749915320000000,-73.862354020000000,CURBSIDE,TRUE,FALSE
743,30-01 30 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.92228181 40.76732088),40.767320880000000,-73.922281810000000,CURBSIDE,FALSE,FALSE
744,176-49 UNION TURNPIKE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,8,POINT (-73.79161403 40.72582261),40.725822610000000,-73.791614030000000,CURBSIDE,TRUE,FALSE
745,32-07 BROADWAY,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.92442917 40.76153365),40.761533650000000,-73.924429170000000,CURBSIDE,TRUE,FALSE
746,104-05 CORONA AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.85846504 40.74402311),40.744023110000000,-73.858465040000000,CURBSIDE,TRUE,FALSE
747,97-20 JAMAICA AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,9,POINT (-73.84838244 40.69464297),40.694642970000000,-73.848382440000000,CURBSIDE,TRUE,FALSE
748,95-14 JAMAICA AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,9,POINT (-73.85025127 40.69426938),40.694269380000000,-73.850251270000000,CURBSIDE,TRUE,FALSE
749,88-03 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.87820489 40.74824515),40.748245150000000,-73.878204890000000,CURBSIDE,TRUE,FALSE
750,75-20 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.89022519 40.74696171),40.746961710000000,-73.890225190000000,CURBSIDE,TRUE,FALSE
751,135-11 NORTHERN BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,7,POINT (-73.8326106 40.76297663),40.762976630000000,-73.832610600000000,CURBSIDE,TRUE,FALSE
752,153-10 HILLSIDE AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,12,POINT (-73.80423463 40.70729287),40.707292870000000,-73.804234630000000,CURBSIDE,TRUE,FALSE
753,40-13 BROADWAY,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.91887327 40.75892511),40.758925110000000,-73.918873270000000,CURBSIDE,TRUE,FALSE
754,81-02 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.88470242 40.74754369),40.747543690000000,-73.884702420000000,CURBSIDE,TRUE,FALSE
755,115-10 LIBERTY AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,10,POINT (-73.82754014 40.68575623),40.685756230000000,-73.827540140000000,CURBSIDE,TRUE,FALSE
756,180-13 JAMAICA AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,12,POINT (-73.78034252 40.70847667),40.708476670000000,-73.780342520000000,CURBSIDE,TRUE,FALSE
757,45-74 KISSENA BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,7,POINT (-73.8191684 40.75065709),40.750657090000000,-73.819168400000000,CURBSIDE,TRUE,FALSE
758,27-20 43 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.94156221 40.74804495),40.748044950000000,-73.941562210000000,CURBSIDE,TRUE,FALSE
759,77-07 37 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.88879576 40.74928514),40.749285140000000,-73.888795760000000,CURBSIDE,TRUE,FALSE
760,37-08 35 AVENUE,2,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.92354414 40.7557938),40.755793800000000,-73.923544140000000,CURBSIDE,TRUE,FALSE
761,84-05 37 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.8822837 40.74996761),40.749967610000000,-73.882283700000000,CURBSIDE,TRUE,FALSE
762,42-12 104 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.8608382 40.74817607),40.748176070000000,-73.860838200000000,CURBSIDE,FALSE,FALSE
763,46-19 48 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.91920752 40.7392894),40.739289400000000,-73.919207520000000,CURBSIDE,TRUE,FALSE
764,83-08 37 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.88318618 40.74985599),40.749855990000000,-73.883186180000000,CURBSIDE,TRUE,FALSE
765,104-05 LIBERTY AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,10,POINT (-73.8368338 40.68206983),40.682069830000000,-73.836833800000000,CURBSIDE,TRUE,FALSE
766,59-01 MAIN STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,7,POINT (-73.82565053 40.74376128),40.743761280000000,-73.825650530000000,CURBSIDE,TRUE,FALSE
767,50-01 NORTHERN BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.91228591 40.7532661),40.753266100000000,-73.912285910000000,CURBSIDE,TRUE,FALSE
768,150-24 NORTHERN BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,7,POINT (-73.81428796 40.76518552),40.765185520000000,-73.814287960000000,CURBSIDE,TRUE,FALSE
769,158-14 NORTHERN BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,7,POINT (-73.80711282 40.76341435),40.763414350000000,-73.807112820000000,CURBSIDE,TRUE,FALSE
770,89-01 QUEENS BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.87454181 40.73476173),40.734761730000000,-73.874541810000000,CURBSIDE,TRUE,FALSE
771,77-14 ROOSEVELT AVENUE,2,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.88843843 40.74714938),40.747149380000000,-73.888438430000000,CURBSIDE,TRUE,FALSE
772,76-23 37 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.88962239 40.74920085),40.749200850000000,-73.889622390000000,CURBSIDE,TRUE,FALSE
773,92-07 37 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.87483652 40.75075299),40.750752990000000,-73.874836520000000,CURBSIDE,TRUE,FALSE
774,73-01 NORTHERN BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.89359807 40.75470233),40.754702330000000,-73.893598070000000,CURBSIDE,TRUE,FALSE
775,109-50 MERRICK BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,12,POINT (-73.78331411 40.69643),40.696430000000000,-73.783314110000000,CURBSIDE,TRUE,FALSE
776,85-06 QUEENS BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.8782472 40.7369423),40.736942300000000,-73.878247200000000,CURBSIDE,TRUE,FALSE
777,75-04 37 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.8906512 40.74907283),40.749072830000000,-73.890651200000000,CURBSIDE,TRUE,FALSE
778,34-01 24 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.93176792 40.76147235),40.761472350000000,-73.931767920000000,CURBSIDE,TRUE,FALSE
779,36-08 31 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.93002988 40.75625081),40.756250810000000,-73.930029880000000,CURBSIDE,TRUE,FALSE
780,29-20 CRESCENT STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.92471662 40.76909835),40.769098350000000,-73.924716620000000,CURBSIDE,FALSE,FALSE
781,113-21 ROCKAWAY BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,10,POINT (-73.82517581 40.67712034),40.677120340000000,-73.825175810000000,CURBSIDE,TRUE,FALSE
782,77-18 101 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,9,POINT (-73.86034554 40.68017942),40.680179420000000,-73.860345540000000,CURBSIDE,TRUE,FALSE
783,157-41 CROSS BAY BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,10,POINT (-73.84051302 40.66179655),40.661796550000000,-73.840513020000000,CURBSIDE,TRUE,FALSE
784,163-15 CROSS BAY BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,10,POINT (-73.83808935 40.65202447),40.652024470000000,-73.838089350000000,CURBSIDE,TRUE,FALSE
785,56-02 31 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.90550202 40.75717749),40.757177490000000,-73.905502020000000,BUILDING LINE,FALSE,FALSE
786,82-17 153 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,10,POINT (-73.85175631 40.66612364),40.666123640000000,-73.851756310000000,CURBSIDE,TRUE,FALSE
787,1026 CYPRESS AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,5,POINT (-73.90188284 40.69755283),40.697552830000000,-73.901882840000000,BUILDING LINE,FALSE,FALSE
788,49-18 30 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.90758747 40.76040975),40.760409750000000,-73.907587470000000,BUILDING LINE,FALSE,FALSE
789,110-76 QUEENS BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,6,POINT (-73.83851823 40.71901682),40.719016820000000,-73.838518230000000,CURBSIDE,TRUE,FALSE
790,138-01 84 DRIVE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,8,POINT (-73.81848429 40.70899602),40.708996020000000,-73.818484290000000,CURBSIDE,TRUE,FALSE
791,42-02 QUEENS BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.92229166 40.74340591),40.743405910000000,-73.922291660000000,CURBSIDE,TRUE,FALSE
792,64-21 BROADWAY,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.89816824 40.74955731),40.749557310000000,-73.898168240000000,CURBSIDE,TRUE,FALSE
793,80-16 101 AVENUE,2,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,9,POINT (-73.85809443 40.6808162),40.680816200000000,-73.858094430000000,CURBSIDE,FALSE,FALSE
794,43-20 25 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.90906246 40.76671011),40.766710110000000,-73.909062460000000,CURBSIDE,TRUE,FALSE
795,82-19 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.88367724 40.74766892),40.747668920000000,-73.883677240000000,CURBSIDE,TRUE,FALSE
796,102-26 ROOSEVELT AVENUE,2,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.86369333 40.74976321),40.749763210000000,-73.863693330000000,CURBSIDE,TRUE,FALSE
797,90-13 ROOSEVELT AVENUE,2,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.87609679 40.74846248),40.748462480000000,-73.876096790000000,CURBSIDE,TRUE,TRUE
798,41-96 MAIN STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,7,POINT (-73.82838432 40.75562821),40.755628210000000,-73.828384320000000,CURBSIDE,TRUE,FALSE
799,74-04 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.89126476 40.74685291),40.746852910000000,-73.891264760000000,CURBSIDE,TRUE,FALSE
800,78-17 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.88740242 40.74727738),40.747277380000000,-73.887402420000000,CURBSIDE,TRUE,FALSE
801,34-17 38 AVENUE,2,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.9295033 40.75245724),40.752457240000000,-73.929503300000000,CURBSIDE,TRUE,FALSE
802,221-08 HORACE HARDING EXPRESSWAY,2,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,11,POINT (-73.75621841 40.74918789),40.749187890000000,-73.756218410000000,CURBSIDE,TRUE,FALSE
803,221-02 HORACE HARDING EXPRESSWAY,2,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,11,POINT (-73.75633762 40.74915795),40.749157950000000,-73.756337620000000,CURBSIDE,TRUE,FALSE
804,188-07 UNION TURNPIKE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,8,POINT (-73.78098838 40.72926678),40.729266780000000,-73.780988380000000,CURBSIDE,TRUE,FALSE
805,77-01 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.88854308 40.74715497),40.747154970000000,-73.888543080000000,CURBSIDE,TRUE,FALSE
806,86-23 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.87973903 40.74808208),40.748082080000000,-73.879739030000000,CURBSIDE,TRUE,FALSE
807,86-01 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.88015054 40.74803859),40.748038590000000,-73.880150540000000,CURBSIDE,TRUE,FALSE
808,61-50 SPRINGFIELD BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,11,POINT (-73.75655915 40.74878239),40.748782390000000,-73.756559150000000,CURBSIDE,TRUE,FALSE
809,83-20 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.88246801 40.74778023),40.747780230000000,-73.882468010000000,CURBSIDE,TRUE,FALSE
810,64-24 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.89972196 40.74596854),40.745968540000000,-73.899721960000000,CURBSIDE,TRUE,FALSE
811,41-28 JUNCTION BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.86840898 40.74687023),40.746870230000000,-73.868408980000000,CURBSIDE,FALSE,FALSE
812,35-21 108 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.86050587 40.75520772),40.755207720000000,-73.860505870000000,CURBSIDE,FALSE,FALSE
813,41-11 QUEENS BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.92310315 40.74383738),40.743837380000000,-73.923103150000000,CURBSIDE,TRUE,FALSE
814,28-09 DITMARS BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.91223269 40.77721669),40.777216690000000,-73.912232690000000,CURBSIDE,TRUE,FALSE
815,86-18 ROOSEVELT AVENUE,2,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.87989067 40.7480493),40.748049300000000,-73.879890670000000,CURBSIDE,TRUE,FALSE
816,103-02 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.86266163 40.74950947),40.749509470000000,-73.862661630000000,CURBSIDE,TRUE,TRUE
817,84-29 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.88174604 40.74787281),40.747872810000000,-73.881746040000000,CURBSIDE,TRUE,FALSE
818,69-18 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.89607272 40.74635231),40.746352310000000,-73.896072720000000,CURBSIDE,TRUE,FALSE
819,88-19 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.87808576 40.74825875),40.748258750000000,-73.878085760000000,CURBSIDE,TRUE,FALSE
820,79-03 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.88656498 40.74736713),40.747367130000000,-73.886564980000000,CURBSIDE,TRUE,FALSE
821,92-03 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.87447237 40.74863913),40.748639130000000,-73.874472370000000,CURBSIDE,TRUE,FALSE
822,34-01 38 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.92958988 40.75250396),40.752503960000000,-73.929589880000000,CURBSIDE,TRUE,FALSE
823,38-01 69 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.89642554 40.74690158),40.746901580000000,-73.896425540000000,CURBSIDE,TRUE,FALSE
824,104-01 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.86165731 40.74998311),40.749983110000000,-73.861657310000000,CURBSIDE,TRUE,FALSE
825,93-19 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.87321615 40.74877499),40.748774990000000,-73.873216150000000,CURBSIDE,TRUE,FALSE
826,164-01 CROSS BAY BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,10,POINT (-73.83773252 40.65056374),40.650563740000000,-73.837732520000000,CURBSIDE,TRUE,FALSE
827,200-01 47 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,11,POINT (-73.78039303 40.75336189),40.753361890000000,-73.780393030000000,CURBSIDE,FALSE,FALSE
828,65-20 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.89840449 40.74610462),40.746104620000000,-73.898404490000000,CURBSIDE,FALSE,FALSE
829,88-06 LIBERTY AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,10,POINT (-73.85047824 40.67989529),40.679895290000000,-73.850478240000000,CURBSIDE,TRUE,FALSE
830,158-18 CROSS BAY BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,10,POINT (-73.8401848 40.66038253),40.660382530000000,-73.840184800000000,CURBSIDE,TRUE,FALSE
831,38-04 29 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.93373145 40.75441401),40.754414010000000,-73.933731450000000,CURBSIDE,TRUE,FALSE
832,29-40 NORTHERN BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.93627711 40.74955999),40.749559990000000,-73.936277110000000,CURBSIDE,TRUE,FALSE
833,37-69 78 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.88768354 40.74750547),40.747505470000000,-73.887683540000000,CURBSIDE,TRUE,FALSE
834,37-69 80 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.8860927 40.74918644),40.749186440000000,-73.886092700000000,CURBSIDE,TRUE,FALSE
835,101-01 WOODHAVEN BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,9,POINT (-73.84594054 40.68394609),40.683946090000000,-73.845940540000000,CURBSIDE,TRUE,FALSE
836,69-07 WOODSIDE AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.89546497 40.74267105),40.742671050000000,-73.895464970000000,CURBSIDE,TRUE,FALSE
837,34-01 126 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,7,POINT (-73.84542617 40.75963222),40.759632220000000,-73.845426170000000,CURBSIDE,TRUE,FALSE
838,36-01 126 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,7,POINT (-73.84472898 40.75830832),40.758308320000000,-73.844728980000000,CURBSIDE,TRUE,FALSE
839,120-02 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,81,POINT (-73.84778179 40.75397294),40.753972940000000,-73.847781790000000,CURBSIDE,TRUE,FALSE
840,31-81 21 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.9314317 40.76547948),40.765479480000000,-73.931431700000000,CURBSIDE,TRUE,FALSE
841,28-55 34 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.91792113 40.76705985),40.767059850000000,-73.917921130000000,CURBSIDE,TRUE,FALSE
842,40-02 73 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.89227949 40.74648058),40.746480580000000,-73.892279490000000,CURBSIDE,TRUE,FALSE
843,38-14 97 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.86877856 40.74979382),40.749793820000000,-73.868778560000000,CURBSIDE,TRUE,FALSE
844,28-57 37 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.91552908 40.76593278),40.765932780000000,-73.915529080000000,CURBSIDE,TRUE,FALSE
845,104-01 LEFFERTS BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,10,POINT (-73.82402766 40.68595952),40.685959520000000,-73.824027660000000,CURBSIDE,TRUE,FALSE
846,39-30B 61 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.9030307 40.74642425),40.746424250000000,-73.903030700000000,CURBSIDE,FALSE,FALSE
847,60-22 ROOSEVELT AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,2,POINT (-73.90412193 40.74550568),40.745505680000000,-73.904121930000000,CURBSIDE,TRUE,FALSE
848,96-20 ROOSEVELT AVENUE,2,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.86914068 40.7491794),40.749179400000000,-73.869140680000000,CURBSIDE,TRUE,FALSE
849,134-63 MAPLE AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,7,POINT (-73.82964591 40.75489449),40.754894490000000,-73.829645910000000,CURBSIDE,TRUE,FALSE
850,28-58 45 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.90996236 40.76330459),40.763304590000000,-73.909962360000000,CURBSIDE,TRUE,FALSE
851,177-03 UNION TURNPIKE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,8,POINT (-73.79071486 40.72608173),40.726081730000000,-73.790714860000000,CURBSIDE,TRUE,FALSE
852,73-15 KISSENA BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,8,POINT (-73.81222235 40.72701909),40.727019090000000,-73.812222350000000,CURBSIDE,TRUE,FALSE
853,49-99 104 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.85869947 40.74408928),40.744089280000000,-73.858699470000000,CURBSIDE,TRUE,FALSE
854,99-32 CORONA AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.86234753 40.74432425),40.744324250000000,-73.862347530000000,CURBSIDE,TRUE,FALSE
855,45-03 30 AVENUE,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,1,POINT (-73.91085581 40.76195761),40.761957610000000,-73.910855810000000,CURBSIDE,TRUE,FALSE
856,40-02 104 STREET,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,4,POINT (-73.86171887 40.74988437),40.749884370000000,-73.861718870000000,CURBSIDE,TRUE,FALSE
857,37-99 95 STREET,2,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.87215504 40.75067044),40.750670440000000,-73.872155040000000,CURBSIDE,TRUE,FALSE
858,37-41 JUNCTION BOULEVARD,1,QUEENS,3,TELEBEAM TELECOMMUNICATIONS,3,POINT (-73.87032872 40.75070683),40.750706830000000,-73.870328720000000,CURBSIDE,TRUE,FALSE
