OID_,ADDRESS,NUMBER_OF_PAYPHONES,BUROUGH,BUROUGH_ID,OPERATOR,COMMUNITY_BOARD,POINT,LATITUDE,LONGITUDE,LOCATION,ADVERTISING,WI_FI
1,2844 HYLAND BOULEVARD,1,STATEN ISLAND,2,CBS OUTDOOR LLC,3,POINT (-74.11654575 40.56362006),40.563620060000000,-74.116545750000000,CURBSIDE,FALSE,FALSE
2,2146 FOREST AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.16096268 40.62656787),40.626567870000000,-74.160962680000000,CURBSIDE,FALSE,FALSE
3,375 PORT RICHMOND AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.13718805 40.63270311),40.632703110000000,-74.137188050000000,CURBSIDE,FALSE,FALSE
4,1788 FOREST AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.14834701 40.62505873),40.625058730000000,-74.148347010000000,CURBSIDE,FALSE,FALSE
5,545 TARGEE STREET,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.08481488 40.61364169),40.613641690000000,-74.084814880000000,CURBSIDE,FALSE,FALSE
6,1821 RICHMOND AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,2,POINT (-74.1627118 40.60370947),40.603709470000000,-74.162711800000000,CURBSIDE,FALSE,FALSE
7,1521 BAY STREET,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.06063694 40.60665776),40.606657760000000,-74.060636940000000,CURBSIDE,FALSE,FALSE
8,1805 FOREST AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.14926588 40.62517557),40.625175570000000,-74.149265880000000,CURBSIDE,FALSE,FALSE
9,67 SAND LANE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,2,POINT (-74.07164049 40.59774456),40.597744560000000,-74.071640490000000,CURBSIDE,FALSE,FALSE
10,1151 HYLAN BOULEVARD,1,STATEN ISLAND,2,CBS OUTDOOR LLC,2,POINT (-74.08137486 40.59860818),40.598608180000000,-74.081374860000000,CURBSIDE,FALSE,FALSE
11,1671 HYLAN BOULEVARD,1,STATEN ISLAND,2,CBS OUTDOOR LLC,2,POINT (-74.09029892 40.58858024),40.588580240000000,-74.090298920000000,CURBSIDE,FALSE,FALSE
12,2878 VICTORY BOULEVARD,2,STATEN ISLAND,2,CBS OUTDOOR LLC,2,POINT (-74.15824889 40.60786584),40.607865840000000,-74.158248890000000,CURBSIDE,FALSE,FALSE
13,595 TARGEE STREET,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.08492553 40.6128511),40.612851100000000,-74.084925530000000,CURBSIDE,TRUE,FALSE
14,3901 RICHMOND AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,3,POINT (-74.16390237 40.54297614),40.542976140000000,-74.163902370000000,CURBSIDE,TRUE,TRUE
15,7528 AMBOY ROAD,1,STATEN ISLAND,2,CBS OUTDOOR LLC,3,POINT (-74.24661391 40.50912183),40.509121830000000,-74.246613910000000,CURBSIDE,FALSE,FALSE
16,10 TOMPKINS AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.07928761 40.62397978),40.623979780000000,-74.079287610000000,CURBSIDE,FALSE,FALSE
17,1065 CASTLETON AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.11805306 40.63450298),40.634502980000000,-74.118053060000000,CURBSIDE,FALSE,FALSE
18,1359 FOREST AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.13464142 40.62583865),40.625838650000000,-74.134641420000000,CURBSIDE,FALSE,FALSE
19,904 POST AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.13090149 40.6310471),40.631047100000000,-74.130901490000000,CURBSIDE,FALSE,FALSE
20,819 FOREST AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.11665262 40.6289462),40.628946200000000,-74.116652620000000,CURBSIDE,FALSE,FALSE
21,1172 HYLAN BOULEVARD,1,STATEN ISLAND,2,CBS OUTDOOR LLC,2,POINT (-74.08183568 40.59852825),40.598528250000000,-74.081835680000000,CURBSIDE,FALSE,FALSE
22,819 MANOR ROAD,1,STATEN ISLAND,2,CBS OUTDOOR LLC,2,POINT (-74.12100128 40.60725234),40.607252340000000,-74.121001280000000,CURBSIDE,FALSE,FALSE
23,2212 HYLAN BOULEVARD,2,STATEN ISLAND,2,CBS OUTDOOR LLC,2,POINT (-74.10350129 40.57668411),40.576684110000000,-74.103501290000000,CURBSIDE,FALSE,FALSE
24,1267 FOREST AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.13191899 40.62635509),40.626355090000000,-74.131918990000000,CURBSIDE,FALSE,FALSE
25,650 VICTORY BOULEVARD,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.09124797 40.6270341),40.627034100000000,-74.091247970000000,CURBSIDE,FALSE,FALSE
26,658 FOREST AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.11101581 40.62971484),40.629714840000000,-74.111015810000000,CURBSIDE,FALSE,FALSE
27,19 SEAVIEW AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,2,POINT (-74.10032217 40.59073483),40.590734830000000,-74.100322170000000,CURBSIDE,FALSE,FALSE
28,2324 FOREST AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.16717205 40.62747851),40.627478510000000,-74.167172050000000,CURBSIDE,FALSE,FALSE
29,3975A AMBOY ROAD,2,STATEN ISLAND,2,CBS OUTDOOR LLC,3,POINT (-74.15039467 40.55058129),40.550581290000000,-74.150394670000000,CURBSIDE,FALSE,FALSE
30,3 VICTORY BOULEVARD,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.07391387 40.63785827),40.637858270000000,-74.073913870000000,CURBSIDE,FALSE,FALSE
31,113 WATER STREET,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.0777277 40.62698914),40.626989140000000,-74.077727700000000,CURBSIDE,FALSE,FALSE
32,1292 CASTLETON AVENUE,1,STATEN ISLAND,2,CBS OUTDOOR LLC,1,POINT (-74.12568645 40.63386907),40.633869070000000,-74.125686450000000,CURBSIDE,FALSE,FALSE
33,1724 HYLAN BOULEVARD,1,STATEN ISLAND,2,CBS OUTDOOR LLC,2,POINT (-74.09172243 40.58693224),40.586932240000000,-74.091722430000000,CURBSIDE,FALSE,FALSE
34,285 MILL ROAD,1,STATEN ISLAND,2,CBS OUTDOOR LLC,3,POINT (-74.11188582 40.56200525),40.562005250000000,-74.111885820000000,CURBSIDE,FALSE,FALSE
35,1660 RICHMOND AVENUE,1,STATEN ISLAND,2,EAST HARLEM UNITY COMMUNICATIONS,2,POINT (-74.16235118 40.6079507),40.607950700000000,-74.162351180000000,CURBSIDE,TRUE,FALSE
36,43 NEW DORP LANE,2,STATEN ISLAND,2,TITAN OUTDOOR COMMUNICATIONS,2,POINT (-74.11854214 40.57516268),40.575162680000000,-74.118542140000000,CURBSIDE,TRUE,FALSE
37,385 BAY STREET,1,STATEN ISLAND,2,TITAN OUTDOOR COMMUNICATIONS,1,POINT (-74.07557983 40.63267228),40.632672280000000,-74.075579830000000,CURBSIDE,TRUE,FALSE
38,1265 CLOVE ROAD,2,STATEN ISLAND,2,TITAN OUTDOOR COMMUNICATIONS,1,POINT (-74.10320932 40.61603932),40.616039320000000,-74.103209320000000,CURBSIDE,TRUE,FALSE
39,381 NEW DORP LANE,2,STATEN ISLAND,2,TITAN OUTDOOR COMMUNICATIONS,2,POINT (-74.11008617 40.57065314),40.570653140000000,-74.110086170000000,CURBSIDE,TRUE,FALSE
40,404 NEW DORP LANE,1,STATEN ISLAND,2,TITAN OUTDOOR COMMUNICATIONS,2,POINT (-74.10950611 40.57032157),40.570321570000000,-74.109506110000000,CURBSIDE,TRUE,FALSE
41,2154 HYLAN BOULEVARD,1,STATEN ISLAND,2,TITAN OUTDOOR COMMUNICATIONS,2,POINT (-74.10214634 40.57810988),40.578109880000000,-74.102146340000000,CURBSIDE,TRUE,FALSE
42,1828 HYLAN BOULEVARD,1,STATEN ISLAND,2,TITAN OUTDOOR COMMUNICATIONS,2,POINT (-74.09419977 40.5845944),40.584594400000000,-74.094199770000000,CURBSIDE,TRUE,FALSE
43,1595 FOREST AVENUE,1,STATEN ISLAND,2,TITAN OUTDOOR COMMUNICATIONS,1,POINT (-74.1417934 40.62466901),40.624669010000000,-74.141793400000000,CURBSIDE,TRUE,FALSE
44,1351 HYLAN BOULEVARD,1,STATEN ISLAND,2,TITAN OUTDOOR COMMUNICATIONS,2,POINT (-74.0859516 40.59573104),40.595731040000000,-74.085951600000000,CURBSIDE,TRUE,FALSE
45,1664 FOREST AVENUE,1,STATEN ISLAND,2,TITAN OUTDOOR COMMUNICATIONS,1,POINT (-74.14416804 40.62497896),40.624978960000000,-74.144168040000000,CURBSIDE,TRUE,FALSE
46,201 NEW DORP LANE,1,STATEN ISLAND,2,TITAN OUTDOOR COMMUNICATIONS,2,POINT (-74.11451398 40.57301758),40.573017580000000,-74.114513980000000,CURBSIDE,TRUE,FALSE
47,2530 HYLAN BOULEVARD,1,STATEN ISLAND,2,"VECTOR TELECOM, LLC.",2,POINT (-74.11022186 40.56999151),40.569991510000000,-74.110221860000000,CURBSIDE,TRUE,FALSE
48,231 BAY STREET,1,STATEN ISLAND,2,"VECTOR TELECOM, LLC.",1,POINT (-74.07611738 40.63647072),40.636470720000000,-74.076117380000000,CURBSIDE,TRUE,FALSE
49,1177 HYLAN BOULEVARD,1,STATEN ISLAND,2,"VECTOR TELECOM, LLC.",2,POINT (-74.08224978 40.59851423),40.598514230000000,-74.082249780000000,CURBSIDE,TRUE,FALSE
50,1492 HYLAN BOULEVARD,1,STATEN ISLAND,2,"VECTOR TELECOM, LLC.",2,POINT (-74.08744833 40.59206011),40.592060110000000,-74.087448330000000,CURBSIDE,TRUE,FALSE
51,2710 HYLAN BOULEVARD,1,STATEN ISLAND,2,"VECTOR TELECOM, LLC.",2,POINT (-74.11393379 40.5663071),40.566307100000000,-74.113933790000000,CURBSIDE,TRUE,FALSE
52,156-10 CROSS BAY BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,10,POINT (-73.84103443 40.66382292),40.663822920000000,-73.841034430000000,CURBSIDE,TRUE,FALSE
53,110-58 MERRICK BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,12,POINT (-73.78183695 40.69489563),40.694895630000000,-73.781836950000000,CURBSIDE,FALSE,FALSE
54,97-05 ATLANTIC AVENUE,1,QUEENS,3,AMF TELECOMMUNICATIONS,9,POINT (-73.84574847 40.68904288),40.689042880000000,-73.845748470000000,CURBSIDE,TRUE,FALSE
55,172-10 NORTHERN BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,7,POINT (-73.79387488 40.757729),40.757729000000000,-73.793874880000000,CURBSIDE,TRUE,FALSE
56,245-11 FRANCIS LEWIS BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,13,POINT (-73.73491026 40.66479934),40.664799340000000,-73.734910260000000,CURBSIDE,TRUE,FALSE
57,130-07 MERRICK BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,12,POINT (-73.76301368 40.68040165),40.680401650000000,-73.763013680000000,CURBSIDE,TRUE,FALSE
58,44-16 QUEENS BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,2,POINT (-73.9203468 40.74316853),40.743168530000000,-73.920346800000000,CURBSIDE,TRUE,FALSE
59,243-04 MERRICK BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,13,POINT (-73.73047192 40.6739978),40.673997800000000,-73.730471920000000,CURBSIDE,TRUE,FALSE
60,46-25 KISSENA BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,7,POINT (-73.81854193 40.75009617),40.750096170000000,-73.818541930000000,CURBSIDE,TRUE,FALSE
61,164-50 CROSS BAY BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,10,POINT (-73.83760427 40.64995422),40.649954220000000,-73.837604270000000,CURBSIDE,TRUE,FALSE
62,31-25 COLLEGE POINT BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,7,POINT (-73.84095046 40.768574),40.768574000000000,-73.840950460000000,CURBSIDE,FALSE,FALSE
63,148-36 LIBERTY AVENUE,1,QUEENS,3,AMF TELECOMMUNICATIONS,12,POINT (-73.8033558 40.6970918),40.697091800000000,-73.803355800000000,CURBSIDE,FALSE,FALSE
64,91-13 MERRICK BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,12,POINT (-73.79432579 40.70638629),40.706386290000000,-73.794325790000000,CURBSIDE,FALSE,FALSE
65,106-16 NORTHERN BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,3,POINT (-73.86256882 40.75776007),40.757760070000000,-73.862568820000000,CURBSIDE,FALSE,FALSE
66,39-33 QUEENS BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,2,POINT (-73.92492898 40.7440417),40.744041700000000,-73.924928980000000,CURBSIDE,TRUE,FALSE
67,87-05 ROOSEVELT AVENUE,1,QUEENS,3,AMF TELECOMMUNICATIONS,3,POINT (-73.87913259 40.74814732),40.748147320000000,-73.879132590000000,CURBSIDE,TRUE,FALSE
68,73-31 KISSENA BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,8,POINT (-73.81211426 40.72696677),40.726966770000000,-73.812114260000000,CURBSIDE,FALSE,FALSE
69,168-35 ROCKAWAY BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,13,POINT (-73.77254024 40.65894292),40.658942920000000,-73.772540240000000,CURBSIDE,TRUE,FALSE
70,145-64 FARMERS BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,13,POINT (-73.76823877 40.66459409),40.664594090000000,-73.768238770000000,CURBSIDE,TRUE,FALSE
71,85-07 QUEENS BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,4,POINT (-73.87823995 40.73695602),40.736956020000000,-73.878239950000000,CURBSIDE,TRUE,FALSE
72,150-17 LIBERTY AVENUE,1,QUEENS,3,AMF TELECOMMUNICATIONS,12,POINT (-73.80202229 40.69802823),40.698028230000000,-73.802022290000000,CURBSIDE,FALSE,FALSE
73,65-07 WOODHAVEN BOULEVARD,1,QUEENS,3,AMF TELECOMMUNICATIONS,6,POINT (-73.86476169 40.7195145),40.719514500000000,-73.864761690000000,CURBSIDE,TRUE,FALSE
74,32-55 108 STREET,1,QUEENS,3,BAS COMMUNICATIONS,3,POINT (-73.86116971 40.75881787),40.758817870000000,-73.861169710000000,CURBSIDE,TRUE,FALSE
75,33-07 73 STREET,1,QUEENS,3,BAS COMMUNICATIONS,3,POINT (-73.89367434 40.75440322),40.754403220000000,-73.893674340000000,CURBSIDE,TRUE,FALSE
76,57-22 MYRTLE AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,5,POINT (-73.90288839 40.70045216),40.700452160000000,-73.902888390000000,CURBSIDE,TRUE,FALSE
77,157-02 CROSS BAY BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,10,POINT (-73.84065245 40.66227159),40.662271590000000,-73.840652450000000,CURBSIDE,TRUE,FALSE
78,45-37 BELL BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,11,POINT (-73.76876845 40.75927056),40.759270560000000,-73.768768450000000,CURBSIDE,TRUE,FALSE
79,79-16 21 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,1,POINT (-73.89072033 40.77073169),40.770731690000000,-73.890720330000000,CURBSIDE,TRUE,FALSE
80,31-10 36 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,1,POINT (-73.92954597 40.75647558),40.756475580000000,-73.929545970000000,CURBSIDE,FALSE,FALSE
81,79-08 21 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,1,POINT (-73.89077089 40.7707235),40.770723500000000,-73.890770890000000,CURBSIDE,TRUE,FALSE
82,60-43 MASPETH AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,5,POINT (-73.90558282 40.72309047),40.723090470000000,-73.905582820000000,CURBSIDE,TRUE,FALSE
83,42-11 BOWNE STREET,1,QUEENS,3,BAS COMMUNICATIONS,7,POINT (-73.8218297 40.75691378),40.756913780000000,-73.821829700000000,CURBSIDE,FALSE,FALSE
84,95-36 ROOSEVELT AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,4,POINT (-73.87075067 40.74901379),40.749013790000000,-73.870750670000000,CURBSIDE,TRUE,FALSE
85,87-15 ROOSEVELT AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,3,POINT (-73.87907484 40.74815275),40.748152750000000,-73.879074840000000,CURBSIDE,TRUE,FALSE
86,72-30 ROOSEVELT AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,4,POINT (-73.89312731 40.74666252),40.746662520000000,-73.893127310000000,CURBSIDE,TRUE,FALSE
87,38-12 104 STREET,1,QUEENS,3,BAS COMMUNICATIONS,3,POINT (-73.86245939 40.75132076),40.751320760000000,-73.862459390000000,CURBSIDE,TRUE,FALSE
88,112-19 FARMERS BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,12,POINT (-73.76383724 40.70033319),40.700333190000000,-73.763837240000000,CURBSIDE,TRUE,FALSE
89,87-27 BRITTON AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,4,POINT (-73.87883741 40.74772981),40.747729810000000,-73.878837410000000,BUILDING LINE,FALSE,FALSE
90,150-01 LINDEN BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,12,POINT (-73.79380344 40.68635673),40.686356730000000,-73.793803440000000,CURBSIDE,TRUE,FALSE
91,47-10 BROADWAY,1,QUEENS,3,BAS COMMUNICATIONS,1,POINT (-73.91323849 40.75625585),40.756255850000000,-73.913238490000000,CURBSIDE,TRUE,FALSE
92,89-11 NORTHERN BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,3,POINT (-73.87865584 40.75627127),40.756271270000000,-73.878655840000000,BUILDING LINE,FALSE,FALSE
93,40-07 111 STREET,1,QUEENS,3,BAS COMMUNICATIONS,4,POINT (-73.85575677 40.75144705),40.751447050000000,-73.855756770000000,BUILDING LINE,FALSE,FALSE
94,35-01 BROADWAY,1,QUEENS,3,BAS COMMUNICATIONS,1,POINT (-73.92206966 40.76042594),40.760425940000000,-73.922069660000000,CURBSIDE,TRUE,FALSE
95,36-01 BROADWAY,1,QUEENS,3,BAS COMMUNICATIONS,1,POINT (-73.92126875 40.76004937),40.760049370000000,-73.921268750000000,CURBSIDE,TRUE,FALSE
96,41-01 BROADWAY,1,QUEENS,3,BAS COMMUNICATIONS,1,POINT (-73.918076 40.75855126),40.758551260000000,-73.918076000000000,CURBSIDE,TRUE,FALSE
97,36-02 30 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,1,POINT (-73.91727393 40.76495692),40.764956920000000,-73.917273930000000,CURBSIDE,TRUE,FALSE
98,43-01 BROADWAY,1,QUEENS,3,BAS COMMUNICATIONS,1,POINT (-73.91647788 40.75779805),40.757798050000000,-73.916477880000000,CURBSIDE,TRUE,FALSE
99,258-10 HILLSIDE AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,13,POINT (-73.70992309 40.73698168),40.736981680000000,-73.709923090000000,CURBSIDE,TRUE,FALSE
100,39-71 59 STREET,1,QUEENS,3,BAS COMMUNICATIONS,2,POINT (-73.90521113 40.7459924),40.745992400000000,-73.905211130000000,CURBSIDE,FALSE,FALSE
101,164-17 UNION TURNPIKE,1,QUEENS,3,BAS COMMUNICATIONS,8,POINT (-73.80377378 40.72171584),40.721715840000000,-73.803773780000000,CURBSIDE,TRUE,FALSE
102,11-02 BORDEN AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,2,POINT (-73.95188209 40.74083377),40.740833770000000,-73.951882090000000,CURBSIDE,TRUE,FALSE
103,40-11 60 STREET,1,QUEENS,3,BAS COMMUNICATIONS,2,POINT (-73.90444426 40.74470997),40.744709970000000,-73.904444260000000,CURBSIDE,FALSE,FALSE
104,243-01 144 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,13,POINT (-73.73901945 40.66019749),40.660197490000000,-73.739019450000000,CURBSIDE,TRUE,FALSE
105,101-06 116 STREET,1,QUEENS,3,BAS COMMUNICATIONS,9,POINT (-73.8283721 40.68892769),40.688927690000000,-73.828372100000000,CURBSIDE,TRUE,FALSE
106,119-22 101 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,9,POINT (-73.82567202 40.69003527),40.690035270000000,-73.825672020000000,CURBSIDE,TRUE,FALSE
107,106-02 ROCKAWAY BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,10,POINT (-73.83306396 40.67859228),40.678592280000000,-73.833063960000000,CURBSIDE,TRUE,FALSE
108,46-24 KISSENA BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,7,POINT (-73.81856 40.75008522),40.750085220000000,-73.818560000000000,CURBSIDE,TRUE,FALSE
109,123-06 101 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,9,POINT (-73.82266601 40.69088979),40.690889790000000,-73.822666010000000,CURBSIDE,TRUE,FALSE
110,126-20 101 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,9,POINT (-73.81978263 40.69170875),40.691708750000000,-73.819782630000000,CURBSIDE,TRUE,FALSE
111,172-08 LINDEN BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,12,POINT (-73.77801343 40.69193494),40.691934940000000,-73.778013430000000,CURBSIDE,TRUE,FALSE
112,87-06 126 STREET,1,QUEENS,3,BAS COMMUNICATIONS,9,POINT (-73.82460865 40.70085904),40.700859040000000,-73.824608650000000,CURBSIDE,TRUE,FALSE
113,150-06 14 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,7,POINT (-73.81335861 40.78893702),40.788937020000000,-73.813358610000000,CURBSIDE,TRUE,FALSE
114,81-02 37 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,3,POINT (-73.88509938 40.74965755),40.749657550000000,-73.885099380000000,CURBSIDE,TRUE,FALSE
115,125-04 LIBERTY AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,10,POINT (-73.81919006 40.68815882),40.688158820000000,-73.819190060000000,CURBSIDE,FALSE,FALSE
116,37-02 QUEENS BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,2,POINT (-73.92786293 40.74407651),40.744076510000000,-73.927862930000000,CURBSIDE,TRUE,FALSE
117,43-02 QUEENS BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,2,POINT (-73.92136433 40.74329824),40.743298240000000,-73.921364330000000,CURBSIDE,FALSE,FALSE
118,163-10 CROSS BAY BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,10,POINT (-73.83810023 40.65199704),40.651997040000000,-73.838100230000000,CURBSIDE,TRUE,FALSE
119,45-02 44 STREET,1,QUEENS,3,BAS COMMUNICATIONS,2,POINT (-73.92064655 40.74298484),40.742984840000000,-73.920646550000000,CURBSIDE,TRUE,FALSE
120,164-01 89 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,12,POINT (-73.79702759 40.70747252),40.707472520000000,-73.797027590000000,CURBSIDE,FALSE,FALSE
121,213-03 JAMAICA AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,13,POINT (-73.74463684 40.7162009),40.716200900000000,-73.744636840000000,CURBSIDE,TRUE,FALSE
122,115-09 JAMAICA AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,9,POINT (-73.83391859 40.69878682),40.698786820000000,-73.833918590000000,CURBSIDE,TRUE,FALSE
123,147-14 HILLSIDE AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,12,POINT (-73.80909703 40.70590944),40.705909440000000,-73.809097030000000,CURBSIDE,TRUE,FALSE
124,80-20 ROOSEVELT AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,4,POINT (-73.8855146 40.74745942),40.747459420000000,-73.885514600000000,CURBSIDE,TRUE,FALSE
125,160-10 HILLSIDE AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,12,POINT (-73.80167881 40.70802135),40.708021350000000,-73.801678810000000,CURBSIDE,FALSE,FALSE
126,44-45 KISSENA BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,7,POINT (-73.82175705 40.75303533),40.753035330000000,-73.821757050000000,CURBSIDE,TRUE,FALSE
127,69-01 QUEENS BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,2,POINT (-73.89575744 40.74026417),40.740264170000000,-73.895757440000000,CURBSIDE,TRUE,FALSE
128,69-30 QUEENS BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,2,POINT (-73.89466437 40.74004359),40.740043590000000,-73.894664370000000,CURBSIDE,TRUE,FALSE
129,82-10 QUEENS BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,4,POINT (-73.88092741 40.73743093),40.737430930000000,-73.880927410000000,CURBSIDE,TRUE,FALSE
130,164-33 CROSS BAY BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,10,POINT (-73.83763616 40.65017659),40.650176590000000,-73.837636160000000,CURBSIDE,TRUE,FALSE
131,104-31 ROOSEVELT AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,3,POINT (-73.86076191 40.75013848),40.750138480000000,-73.860761910000000,CURBSIDE,TRUE,FALSE
132,91-01 37 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,3,POINT (-73.87580759 40.75064974),40.750649740000000,-73.875807590000000,CURBSIDE,TRUE,FALSE
133,97-02 37 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,3,POINT (-73.86979959 40.75182335),40.751823350000000,-73.869799590000000,CURBSIDE,TRUE,FALSE
134,96-17 NORTHERN BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,3,POINT (-73.87198412 40.75697494),40.756974940000000,-73.871984120000000,CURBSIDE,TRUE,FALSE
135,82-26 45 AVENUE,1,QUEENS,3,BAS COMMUNICATIONS,4,POINT (-73.88257988 40.74164308),40.741643080000000,-73.882579880000000,CURBSIDE,TRUE,FALSE
136,45-01 COURT SQUARE,1,QUEENS,3,BAS COMMUNICATIONS,2,POINT (-73.9431802 40.74672004),40.746720040000000,-73.943180200000000,CURBSIDE,FALSE,FALSE
137,110-10 ROCKAWAY BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,10,POINT (-73.82856338 40.67764146),40.677641460000000,-73.828563380000000,CURBSIDE,TRUE,FALSE
138,100-02 ROCKAWAY BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,10,POINT (-73.83877533 40.67984655),40.679846550000000,-73.838775330000000,CURBSIDE,TRUE,FALSE
139,35-34 PARSONS BOULEVARD,1,QUEENS,3,BAS COMMUNICATIONS,7,POINT (-73.82364097 40.7653649),40.765364900000000,-73.823640970000000,CURBSIDE,TRUE,FALSE
140,30-01 33 STREET,2,QUEENS,3,BAS COMMUNICATIONS,1,POINT (-73.92008513 40.76576036),40.765760360000000,-73.920085130000000,CURBSIDE,TRUE,FALSE
141,37-01 100 STREET,1,QUEENS,3,BAS COMMUNICATIONS,3,POINT (-73.86707034 40.75214685),40.752146850000000,-73.867070340000000,BUILDING LINE,FALSE,FALSE
142,86-02 75 STREET,1,QUEENS,3,BAS COMMUNICATIONS,9,POINT (-73.86649925 40.69132502),40.691325020000000,-73.866499250000000,BUILDING LINE,FALSE,FALSE
